text
Thank you Ahana 🤗 https://t.co/0gDHPOtaR4
Thank you 😊 https://t.co/4kJB37cOST
Thank you 🙏 https://t.co/iYJCDdHXaC
Thank you paji 🙏 waheguru 🙏 https://t.co/RLwCUDVCHM
Shukriya janab 🙏 https://t.co/qB1R3CCcAy
Thank you 🙏 https://t.co/3QlGRN2sxh
Thank you chachu 🤗 love you https://t.co/apZVlRK3cP
Thank you 🙏 https://t.co/ieLyCAXTYm
Thank you asif bhai 🙏 regards https://t.co/aBwZD94nJA
Thank you bhai 🤗🙏 https://t.co/NfSwXQwotG
Thank you 🙏 https://t.co/mq0Tb639ah
Thank you Shefali 🤗 love n best wishes always https://t.co/uzjJZT2WVD
Thank you Soham 🤗 https://t.co/kLTm8qPJN3
Thank you my friend 🤗love u too 🌟 https://t.co/cN48BvRpOP
Thank you bhai 🙏 https://t.co/duUCL3tSDi
Thank you Daler paji 🤗🙏 love n regards always https://t.co/gtTBkHnRw9
Thank you brother 🤗lots of love https://t.co/Or9MrReIGj
Thank you so much paji 🤗love u https://t.co/evEGh3NnU3
🙏🙏🙏 https://t.co/amZjReRmFT
Wow 🤩 thank you so much 🤗🙏 https://t.co/ZOO3HqKuwW
"Namaskaar 🙏 we are blessed with a Baby boy this early morning, by the grace of God Baby n Mother both r fine, thank you so much for all the love, blessings n prayers 🙏 love you all ❤️ginni n kapil 🤗 #gratitude 🙏"
Waiting my friend 🥳🥳🥳 congratulations n best wishes always 🤗 https://t.co/nVY7Ibx46M
Thank you 🙏 https://t.co/ahmkdSwl8s
"Thank you for ur time n love my dear friends 🙏 bahut mazaa aaya, will have another chat session soon 🤗🙏 god bless ❤️"
Thank you 🙏 https://t.co/xahkWAISot
President https://t.co/5R45TrInqF
Lots of love to all the fans in Afghanistan 🇦🇫🙏 https://t.co/ASXohT6YY2
Chal jhoothi https://t.co/0fRBd26p5y
God bless you n your beautiful family 🙏 https://t.co/bod26BnuuT
"Both r very good, thank you so much 🙏 https://t.co/zNZmAJIY6o"
Yeh lo ji 😍 Anayra is learning how to walk ❤️ https://t.co/cgGkAjiTgG https://t.co/6oroONLfRl
Hello my dear 🤗 aaj bahut free hu main 🙈 https://t.co/tGerkoQj8C
Hi Tanya https://t.co/JUZrA9vFN2
Whenever u say paji 🤗 u guys r doing a noble job 🙏 https://t.co/YVVXWeIJ1T
Thank you Ria https://t.co/UfdQvLlJC9
"There r so many brother, mushkil me daal diya aapne, but thank you so much for your love always 🙏 https://t.co/9ubnXJvCqG"
"Hahahaha, thank you 🙏 https://t.co/XJTJhfQl4q"
Whenever u will call paji 🙏 https://t.co/vPNfubPJIQ
"Sorry, Anayra uth gyi thi https://t.co/1mRefDzgzy"
"Thank you Sunita ji 🙏 god bless, jaldi milenge https://t.co/9F6QWk8SMs"
4 baar https://t.co/UaFwAMnGMJ
"Don’t know anything about the cast yet, team is working on script https://t.co/lDfXtVfvGK"
Thank you so much 😊 🙏 https://t.co/cdnQcsyOzA
Chal ke https://t.co/LopvACUb9G
First tell me how r u feeling after becoming wife 😂 https://t.co/WRveaG13Q1
Bhai https://t.co/ZJCF5qWa6K
"Hello pooja, tumhe kaam nahi koi dooja https://t.co/VL45aW2dLN"
"Yes, please note, it’s 100 https://t.co/IaxRSx3c8Y"
Hi vandu https://t.co/PVVe8qh55E
Listen to ur dad n concentrate on ur studies https://t.co/sYErvHbj5U
Lots of love always ❤️ https://t.co/xUTyBboTuc
Main chala jayu aisa ho nahin sakta anjali 🤗 https://t.co/wDnl2hJxDb
"Hahahaha, yahan itni thand kahan, amritsar me skip kar jata tha kabhi kabhi 🙈 https://t.co/SKCQyqNqAG"
Thank you 🙏 https://t.co/hxqy1H0xxy
Can come on my set https://t.co/RjDcl5ECx9
Wow 🤩👏👏👏 https://t.co/hNx71bFHfO
